Lure Word,Related Word,Similarity,Num Characters,Num Syllables,Frequency
sweet,melty,0.455771476,5,2,2.22
sweet,tomatoey,0.455591291,8,3,1.07
sweet,garlicky,0.455450982,8,3,2.05
sweet,meltingly,0.454789102,9,3,1.56
sweet,tatin,0.454675257,5,2,1.82
sweet,nutella,0.454407722,7,3,2.84
sweet,lamby,0.453727156,5,2,1.45
sweet,brandied,0.453583866,8,2,1.33
sweet,boysenberry,0.45321089,11,4,1.73
sweet,aromatic,0.452597767,8,4,3.32
sweet,oaky,0.452533156,4,2,2.05
sweet,marshmallowy,0.452526957,12,4,1.07
sweet,corny,0.451968461,5,2,3.23
sweet,minty,0.451963603,5,2,2.69
sweet,candied,0.451862961,7,2,2.62
sweet,sassy,0.451666981,5,2,3.21
sweet,soulful,0.451524496,7,2,3.13
sweet,vinegary,0.451466382,8,4,1.75
sweet,mushy,0.451457053,5,2,2.94
sweet,banoffee,0.45123598,8,2,1.62
sweet,nougat,0.450702727,6,2,2.57
sweet,toothsome,0.450167954,9,2,1.71
sweet,tisane,0.44890058,6,2,1.51
sweet,yeasty,0.448812455,6,2,1.94
sweet,coffeecake,0.448473334,10,3,1.02
sweet,tannic,0.447937191,6,2,2.17
sweet,eggy,0.447633386,4,2,2.15
sweet,vinegared,0.447262377,9,4,1.13
sweet,muscats,0.446145386,7,2,1.08
sweet,kissable,0.445801288,8,3,1.92
sweet,sinfully,0.445482433,8,3,1.9
sweet,refreshing,0.445191979,10,3,3.83
sweet,flaky,0.444767892,5,2,2.87
sweet,butta,0.444709212,5,2,1.64
sweet,sultry,0.444060087,6,2,2.99
sweet,flavored,0.443638593,8,3,3.44
sweet,confiture,0.44191131,9,3,1.05
sweet,earthy,0.441689014,6,2,3.02
sweet,crispies,0.441463053,8,2,1.66
sweet,snacky,0.439645052,6,2,1.6
sweet,funny,0.439185292,5,2,5.02
sweet,spritzer,0.438866079,8,2,1.86
sweet,tangier,0.438548952,7,2,2.62
sweet,cheesy,0.438527793,6,2,3.58
sweet,gentle,0.438019097,6,2,4.17
sweet,beany,0.437793821,5,2,1.76
sweet,homey,0.437656969,5,2,2.75
sweet,toffee,0.437092245,6,1,2.89
sweet,kumquats,0.436815143,8,2,1.67
sweet,crunchies,0.436709881,9,2,1.68
sweet,cheesecake,0.436304033,10,3,3.22
sweet,delicous,0.435838819,8,3,1.49
sweet,figgy,0.435492575,5,2,1.83
sweet,squidgy,0.435481936,7,2,1.79
sweet,xoxoxo,0.434858441,6,3,1.61
sweet,choclate,0.434757859,8,2,1.23
sweet,pruney,0.434495687,6,2,1.01
sweet,apricot,0.43448469,7,3,2.98
sweet,gooood,0.434322953,6,1,2
sweet,playful,0.434297472,7,2,3.53
sweet,cheesey,0.434097767,7,2,1.67
sweet,tooty,0.434063584,5,2,1.55
sweet,bundt,0.433674634,5,1,2.15
sweet,butchy,0.433531225,6,2,1.24
sweet,yummier,0.433149606,7,2,1.39
sweet,canela,0.432748646,6,3,1.92
chair,member,0.499240428,6,2,5.18
chair,director,0.486997068,8,3,5.15
chair,convener,0.478328884,8,3,2.59
chair,head,0.478001505,4,1,5.51
chair,sofa,0.445725918,4,2,3.81
chair,executive,0.441500783,9,4,4.87
chair,gavel,0.43422401,5,2,2.66
chair,president,0.43365413,9,3,5.45
chair,couch,0.423839509,5,1,4.17
chair,seat,0.4203462,4,1,4.82
chair,recliner,0.417400062,8,3,2.57
chair,stool,0.410658807,5,1,3.52
chair,convenor,0.410417408,8,3,2.39
chair,coordinator,0.409012169,11,5,3.91
chair,dais,0.404098809,4,1,2.62
chair,speaker,0.396811068,7,2,4.49
chair,dean,0.392501324,4,1,4.4
chair,divan,0.391236335,5,2,2.53
chair,vice,0.388857305,4,1,4.71
chair,treasurer,0.385995269,9,3,3.93
chair,settee,0.385160059,6,1,2.44
chair,prexy,0.377114773,5,2,1.14
chair,emeritus,0.376508147,8,4,3.25
chair,chief,0.369903892,5,1,5.11
chair,footrest,0.369848967,8,2,1.79
chair,honcho,0.368473232,6,2,2.41
chair,staffer,0.362727284,7,2,3.1
chair,cofounder,0.362402499,9,3,2.6
chair,banquette,0.355313778,9,2,1.8
chair,appointee,0.35133931,9,2,2.88
chair,panelist,0.351285815,8,3,2.66
chair,credenza,0.350661516,8,3,1.91
chair,bencher,0.35059461,7,2,2.03
chair,organizer,0.347413689,9,4,3.57
chair,bed,0.344493926,3,1,5.07
chair,deputy,0.343745321,6,3,4.55
chair,commodore,0.340565652,9,3,3.37
chair,moderator,0.339660555,9,4,3.41
chair,professor,0.339347005,9,3,4.9
chair,secretary,0.336347282,9,4,4.95
chair,banister,0.336201638,8,3,2.52
chair,reappointed,0.335088044,11,3,2.53
chair,rusa,0.333712339,4,2,1.62
chair,cathedra,0.333646566,8,3,1.96
chair,lounger,0.333537072,7,2,2.17
chair,ceo,0.333022684,3,1,4.46
chair,memeber,0.331001639,7,3,1.6
chair,bookshelf,0.330396503,9,2,2.92
chair,consultant,0.329677761,10,3,4.13
chair,trustee,0.328974187,7,1,3.68
chair,lectern,0.328894556,7,2,2.44
chair,bookcase,0.328683764,8,2,2.78
chair,patron,0.327809542,6,2,3.73
chair,liaison,0.327034116,7,2,3.58
chair,futon,0.325986147,5,2,2.56
chair,ottoman,0.324948549,7,3,3.62
chair,umbrella,0.32433489,8,3,3.89
chair,hammock,0.324278593,7,2,3.14
chair,committee,0.323515356,9,3,5.01
chair,pew,0.323109418,3,1,3.41
chair,dresser,0.322297752,7,2,3.36
chair,mattress,0.320707023,8,2,3.67
chair,excutive,0.319893301,8,3,1.11
chair,bentwood,0.3195979,8,2,1.6
chair,hunkers,0.319388717,7,2,1.55
chair,reins,0.317854881,5,1,3.31
chair,ibclc,0.317658395,5,1,1.11
chair,nightie,0.317656726,7,1,2.09
chair,cosponsored,0.31618607,11,4,2.12
chair,desk,0.314956784,4,1,4.43
chair,eln,0.314762473,3,1,2.05
chair,cot,0.314295411,3,1,3.21
chair,waksberg,0.313826621,8,2,1.13
chair,motionlessly,0.313482076,12,4,1.03
chair,founding,0.313466609,8,2,3.99
chair,chrs,0.31341359,4,1,1.17
chair,convulsively,0.313403636,12,5,1.64
chair,representative,0.31313327,14,5,4.57
chair,diplomate,0.312864125,9,3,1.96
chair,adviser,0.312755644,7,3,3.94
chair,kerckhoff,0.312657177,9,2,1.05
chair,facilitator,0.312325835,11,5,2.9
chair,officer,0.311770946,7,3,5.03
chair,lecturer,0.311430037,8,3,3.72
chair,otorhinolaryngology,0.311287731,19,9,1.6
chair,colleague,0.310531557,9,2,3.98
chair,vp,0.310409993,2,1,3.72
chair,ccas,0.309833705,4,1,1.65
chair,robe,0.308113992,4,1,3.52
chair,doorframe,0.307775885,9,2,2.03
chair,bioregional,0.30773896,11,4,1.4
chair,gurney,0.307656318,6,2,3.11
chair,pillow,0.306751132,6,2,3.96
chair,administrator,0.305229157,13,5,4.07
chair,nightstand,0.30502215,10,2,2.72
chair,chamber,0.30499652,7,2,4.47
chair,beanbag,0.304766864,7,2,2.36
chair,doorway,0.304548889,7,2,3.51
chair,liasion,0.30433321,7,2,1.07
chair,toastmaster,0.304296315,11,3,1.99
chair,table,0.3038553,5,2,5.05
chair,leader,0.303691119,6,2,4.95
chair,regent,0.303250939,6,2,3.45
chair,oar,0.302514076,3,1,2.89
chair,keynoter,0.301729053,8,3,1.18
chair,gunwale,0.301614374,7,2,1.65
chair,easel,0.301356673,5,2,2.68
chair,emerita,0.301094532,7,4,1.94
chair,perch,0.301060081,5,1,3.29
chair,kneeler,0.300814748,7,2,1.37
chair,concertmaster,0.300795048,13,4,2.04
chair,barstools,0.29923135,9,2,1.62
chair,neuroethics,0.298945159,11,3,1.36
chair,delegate,0.298807025,8,3,3.7
chair,sits,0.298749954,4,1,4.18
chair,emcee,0.298078895,5,1,2.73
chair,caus,0.297913879,4,1,2.12
chair,unstrapped,0.297051042,10,3,1.2
chair,cei,0.29663983,3,1,2.34
chair,advisor,0.296556175,7,3,4.01
chair,commode,0.296159476,7,2,2.3
chair,develoment,0.29579851,10,4,1.13
chair,washbasin,0.295574814,9,3,1.87
chair,pouffe,0.295355141,6,1,1.18
chair,hallway,0.2953282,7,2,3.72
chair,mannequin,0.295253575,9,3,3.06
chair,motioning,0.294999212,9,3,2.09
chair,bannister,0.294921905,9,3,2.91
chair,playpen,0.294033587,7,2,2.35
chair,reappointing,0.293838441,12,3,1.23
chair,helm,0.293792546,4,1,3.65
chair,topper,0.293308824,6,2,3.11
chair,moderated,0.293016732,9,4,3.14
chair,bassinet,0.292946726,8,3,2.27
chair,lolling,0.292550564,7,2,2.13
chair,holster,0.292450875,7,2,3.07
chair,tushie,0.292376965,6,1,1.06
chair,supporter,0.291634798,9,3,4.07
chair,panellist,0.291627258,9,3,2.19
chair,faap,0.29137361,4,1,1.27
rough,rocky,0.606691658,5,2,4.16
rough,bumpy,0.601280451,5,2,3.18
rough,tough,0.586441576,5,1,4.77
rough,dicey,0.503175855,5,2,2.67
rough,harsh,0.492693752,5,1,4.14
rough,tricky,0.489483476,6,2,3.96
rough,treacherous,0.460750669,11,3,3.32
rough,shaky,0.448764175,5,2,3.45
rough,brutal,0.440182298,6,2,4.1
rough,stormy,0.435293436,6,2,3.46
rough,difficult,0.435135335,9,3,5.07
rough,rutty,0.432953775,5,2,1.5
rough,bad,0.426753342,3,1,5.53
rough,nasty,0.425729096,5,2,4.22
rough,hard,0.424476206,4,1,5.53
rough,slippery,0.421188444,8,3,3.61
rough,rockiest,0.42081818,8,2,1.08
rough,turbulent,0.412241548,9,3,3.47
rough,choppy,0.412117362,6,2,2.91
rough,soft,0.406864345,4,1,4.68
rough,bumps,0.406057864,5,1,3.6
rough,muddy,0.404006898,5,2,3.6
rough,uneven,0.40145421,6,3,3.55
rough,good,0.400717229,4,1,6.12
rough,iffy,0.399843544,4,2,2.78
rough,sloppy,0.399722636,6,2,3.59
rough,hellacious,0.397913724,10,3,1.77
rough,squirrely,0.395418465,9,3,1.74
rough,blowy,0.39270094,5,2,1.65
rough,trouble,0.391344875,7,2,4.79
rough,hairy,0.391102344,5,2,3.8
rough,gnarly,0.389358342,6,2,2.77
rough,ragged,0.388872981,6,2,3.19
rough,rockier,0.38581565,7,2,1.8
rough,testy,0.384124458,5,2,2.54
rough,ruts,0.382286757,4,1,2.37
rough,smooth,0.376429975,6,1,4.4
rough,terrible,0.376407236,8,3,4.71
rough,torturous,0.374117613,9,3,2.57
rough,sandy,0.373202652,5,2,4.19
rough,squirrelly,0.371485054,10,3,1.84
rough,horrendous,0.369982719,10,3,3.43
rough,horrid,0.369693518,6,2,3.28
rough,miserable,0.369664967,9,4,4.07
rough,horrible,0.367495805,8,3,4.44
rough,solid,0.367116243,5,2,4.73
rough,harrowing,0.366780162,9,3,3.07
rough,turny,0.366008103,5,2,1.33
rough,unforgiving,0.365935773,11,4,2.95
rough,rutted,0.365595371,6,2,2.04
rough,dificult,0.364042699,8,3,1.77
rough,decent,0.36369276,6,2,4.4
rough,lousy,0.362375379,5,2,3.31
rough,murky,0.361688554,5,2,3.12
rough,messy,0.361641943,5,2,3.87
rough,thick,0.361474842,5,1,4.46
rough,perilous,0.360862285,8,3,3.18
rough,wet,0.360536784,3,1,4.54
rough,windy,0.360492557,5,2,3.57
rough,gritty,0.359958291,6,2,3.39
rough,trickier,0.359505385,8,2,2.75
rough,torrid,0.359278649,6,2,2.64
rough,foggy,0.357822925,5,2,3.19
rough,tumultuous,0.356851518,10,3,3.06
rough,scary,0.355820686,5,2,4.37
rough,boggy,0.355813622,5,2,2.42
rough,crummy,0.355635166,6,2,2.58
rough,bumpiness,0.354965121,9,3,1.15
rough,bleak,0.354831547,5,1,3.43
rough,sandpaper,0.354623467,9,3,2.73
rough,grind,0.349255562,5,1,3.94
rough,steep,0.348790228,5,1,3.99
rough,hellish,0.348709852,7,2,2.92
rough,rusty,0.347791255,5,2,3.61
rough,chilly,0.347741276,6,2,3.5
rough,duffed,0.34768939,6,2,1.18
rough,lumpy,0.345777661,5,2,2.84
rough,unsteady,0.345432609,8,3,2.73
rough,mucky,0.344700515,5,2,2.29
rough,dreadful,0.341916978,8,2,3.66
rough,crapshoot,0.341832608,9,2,1.94
rough,ugly,0.341463268,4,2,4.42
rough,wild,0.341221213,4,1,4.8
rough,handsy,0.341194928,6,2,2.05
rough,slog,0.341124594,4,1,2.87
rough,tumble,0.340985805,6,2,3.41
rough,coarse,0.340901643,6,1,3.41
rough,snarly,0.340465963,6,2,1.54
rough,hazy,0.338184565,4,2,3.14
rough,jarring,0.337877721,7,2,3.03
rough,painful,0.3375718,7,2,4.32
rough,rollercoaster,0.336246639,13,4,3.15
rough,slippy,0.33596471,6,2,2.29
rough,unpolished,0.334971845,10,4,2.37
rough,grueling,0.334828079,8,2,2.93
rough,shotter,0.334529668,7,2,1.56
rough,unkind,0.333966255,6,2,2.99
rough,sharp,0.333766341,5,1,4.48
rough,nightmarish,0.33289054,11,3,2.7
rough,kinder,0.331926763,6,2,3.3
rough,scrappy,0.331856608,7,2,3.06
rough,mild,0.33140561,4,1,4.11
rough,jagged,0.330709487,6,2,3.12
rough,awful,0.330319881,5,2,4.46
rough,ropey,0.329987943,5,2,1.92
rough,wobbly,0.329892218,6,2,3.03
rough,atrocious,0.329185903,9,3,3.14
rough,frustrating,0.328849107,11,3,3.97
rough,disappointing,0.328644127,13,4,4.02
rough,chaotic,0.328202248,7,2,3.67
rough,dirty,0.328008205,5,2,4.55
rough,subpar,0.327607512,6,2,2.65
rough,nice,0.32624957,4,1,5.37
rough,scratchy,0.325686574,8,2,2.79
rough,icy,0.32547003,3,2,3.54
rough,sketchy,0.324788272,7,2,3.22
rough,challenging,0.324639052,11,3,4.27
rough,deep,0.32449919,4,1,5.05
rough,soggy,0.324309111,5,2,3.14
rough,scrapes,0.322798282,7,2,2.86
rough,slipperiest,0.32272163,11,3,1.08
rough,rugged,0.320766568,6,2,3.6
rough,cuppy,0.320277214,5,2,1.72
rough,better,0.320179462,6,2,5.76
rough,erratic,0.320173651,7,3,3.34
rough,frosty,0.320017278,6,2,3.2
rough,rowdy,0.319493502,5,2,3.21
rough,vicious,0.317859143,7,2,3.83
rough,arduous,0.316138685,7,2,3.18
rough,corrugations,0.315926641,12,4,1.48
rough,mudded,0.31584987,6,2,1.13
rough,stiff,0.314852148,5,1,3.9
rough,bruising,0.314697683,8,2,3.18
rough,streaky,0.314653009,7,2,2.46
rough,scraggly,0.314113796,8,2,2.12
rough,squishy,0.313821465,7,2,3.04
rough,daunting,0.312781304,8,2,3.4
rough,shakey,0.31276229,6,2,2.24
rough,diffcult,0.312200397,8,2,1.35
rough,feisty,0.31168732,6,2,3.07
rough,strong,0.311624944,6,1,5.22
rough,bruised,0.311178952,7,2,3.39
rough,slick,0.310601771,5,1,3.71
rough,touchy,0.310557038,6,2,3.14
rough,poor,0.310264915,4,1,5.09
rough,struggled,0.310100257,9,2,4.01
rough,scraped,0.309632063,7,2,3.2
rough,awkward,0.309244871,7,2,4.29
rough,nervy,0.309043765,5,2,2.25
rough,grittier,0.30893743,8,2,2.16
rough,prickly,0.308758944,7,2,3.03
rough,chippy,0.308230281,6,2,2.62
rough,fairway,0.307678699,7,2,2.93
rough,slushy,0.307629585,6,2,2.41
rough,precarious,0.307616234,10,3,3.27
rough,raucous,0.307273388,7,2,2.82
rough,savage,0.306994051,6,2,4.05
rough,turbulence,0.306543529,10,3,3.55
rough,brawling,0.306053758,8,2,2.61
rough,little,0.305138111,6,2,5.75
rough,redear,0.305131376,6,2,1.05
rough,grim,0.30512628,4,1,3.69
rough,birdied,0.305094033,7,2,1.95
rough,bit,0.304962397,3,1,5.37
rough,diamond,0.30472815,7,2,4.42
rough,hiccup,0.304512978,6,2,2.91
rough,gloomy,0.303882897,6,2,3.39
rough,stange,0.303813428,6,1,1.86
rough,patchy,0.303671539,6,2,2.93
rough,driveable,0.30335629,9,3,1.67
rough,frigid,0.303197384,6,2,2.98
rough,sorer,0.303076178,5,2,1.4
rough,timid,0.303064793,5,2,3.25
rough,cocky,0.302111,5,2,3.39
rough,stumbling,0.302001446,9,2,3.35
rough,wobbles,0.301215589,7,2,2.51
rough,weak,0.300722122,4,1,4.66
rough,adversity,0.300672531,9,4,3.38
rough,nastier,0.300420284,7,2,2.43
rough,cruisy,0.300116062,6,2,1.18
rough,weathered,0.300078124,9,3,3.15
rough,crazy,0.300028563,5,2,5.07
rough,undulations,0.299758315,11,4,2.1
rough,divots,0.299610108,6,2,1.88
rough,silty,0.299389511,5,2,2.11
rough,stressful,0.298970401,9,2,3.88
rough,worse,0.298880488,5,1,4.89
rough,tamest,0.298772812,6,2,1.43
rough,struggles,0.298289716,9,2,4.08
rough,persevered,0.298029453,10,4,2.63
rough,wayward,0.297991544,7,2,3.09
rough,worst,0.297912151,5,1,4.93
rough,binghampton,0.29780829,11,3,1.15
rough,tortuous,0.297632337,8,2,2.65
rough,mudder,0.29732433,6,2,2.29
rough,calmer,0.29705134,6,2,3.05
rough,peaky,0.296926647,5,2,2.47
rough,kikuyu,0.295683235,6,2,2.44
rough,brawny,0.295634687,6,2,2.34
rough,easy,0.295426697,4,2,5.29
rough,pretty,0.29527089,6,2,5.38
rough,northing,0.295176446,8,2,1.25
rough,unorthodox,0.294717073,10,4,3.16
rough,inhospitable,0.294590265,12,5,2.76
rough,tense,0.294588894,5,1,3.95
rough,edgy,0.294456452,4,2,3.39
rough,dreary,0.294258088,6,2,3.08
rough,muddiest,0.294043034,8,2,1.06
rough,tamer,0.29388687,5,2,2.74
rough,doozy,0.293810338,5,2,2.48
rough,weird,0.293805093,5,1,4.81
rough,gutsy,0.293589801,5,2,2.73
rough,scabbed,0.293356121,7,2,1.59
rough,spotty,0.293298632,6,2,2.94
rough,weathers,0.293034852,8,2,2.84
rough,tempestuous,0.292950809,11,3,2.49
rough,battering,0.292940527,9,3,2.87
rough,dewy,0.292815983,4,2,2.64
rough,misty,0.292743146,5,2,3.39
rough,parky,0.29245171,5,2,1.68
rough,salty,0.292404175,5,2,3.74
rough,shaggy,0.292093068,6,2,3.18
rough,abrasive,0.2918576,8,3,3.22
rough,grippy,0.291579753,6,2,2.08
rough,fierce,0.29136759,6,1,3.92
rough,icier,0.291354239,5,2,1.15
rough,sticky,0.291312426,6,2,3.8
rough,hectic,0.2912907,6,2,3.33
rough,bummer,0.291142553,6,2,3.2
rough,bounces,0.291077077,7,2,3.17
rough,sluggish,0.290048361,8,2,3.25
rough,terrific,0.288974762,8,3,3.9
rough,placid,0.288959086,6,2,3.01
rough,helluva,0.288881719,7,3,2.84
rough,uglier,0.288636059,6,2,2.85
rough,flawless,0.288452417,8,2,3.6
rough,kinks,0.288245887,5,1,3.18
rough,doddle,0.288079202,6,2,2
rough,rosy,0.288057446,4,2,3.28
rough,heady,0.287983418,5,2,2.93
rough,scruffy,0.287822694,7,2,2.85
rough,punishing,0.287652194,9,3,3.5
rough,uncertain,0.287594646,9,3,3.99
rough,wretched,0.287573516,8,2,3.37
rough,briars,0.28695035,6,1,1.87
rough,uninviting,0.286862999,10,4,2
rough,cruddy,0.286424518,6,2,2.05
rough,hole,0.286179334,4,1,4.66
rough,pebbly,0.286171913,6,2,1.95
rough,yawed,0.286125213,5,2,1.02
rough,messed,0.285987616,6,2,4.01
rough,intimidating,0.285981029,12,5,3.56
rough,mesoraco,0.285936356,8,4,1.47
rough,splintery,0.28589499,9,3,1.27
rough,slow,0.285833508,4,1,4.85
rough,tee,0.285601079,3,1,3.82
rough,scuffling,0.285553604,9,2,2.12
rough,ribbing,0.285482377,7,2,2.53
rough,steadiest,0.285237163,9,2,1.63
rough,unpromising,0.285154045,11,4,2.12
rough,claggy,0.284834951,6,2,1.01
rough,muddied,0.284506261,7,2,2.31
rough,muddling,0.284303844,8,2,2.13
rough,wintery,0.284173548,7,3,2.12
rough,ferocious,0.284051597,9,3,3.21
rough,pathless,0.283968031,8,2,1.37
rough,glary,0.283658266,5,2,1.1
rough,straightforward,0.283552587,15,3,3.83
rough,lackluster,0.283515304,10,3,2.99
rough,barren,0.283424675,6,2,3.4
rough,tentative,0.283007592,9,3,3.45
rough,gravelly,0.282899886,8,3,2.56
rough,tight,0.282879621,5,1,4.57
rough,frightful,0.282498151,9,2,2.82
rough,murkier,0.282306731,7,2,1.87
rough,dire,0.282302111,4,1,3.66
rough,seedy,0.282258302,5,2,2.83
rough,unspectacular,0.282205105,13,5,2.12
rough,tannish,0.282200277,7,2,1.06
rough,nightmare,0.282133073,9,2,4.19
rough,ballsy,0.281994015,6,2,2.54
rough,dismal,0.281943858,6,2,3.26
rough,snowy,0.281888366,5,2,3.46
rough,breezy,0.281395823,6,2,3.12
rough,rollicking,0.281245977,10,3,2.39
rough,fuzzy,0.281233341,5,2,3.65
rough,crosswind,0.281030536,9,2,2.15
rough,tweeked,0.280797303,7,2,1.24
rough,circuitous,0.280496001,10,3,2.43
rough,polishing,0.280428439,9,3,3.28
rough,unpleasant,0.280375034,10,3,3.8
rough,sandier,0.280367315,7,2,1.33
rough,darker,0.28021428,6,2,3.93
rough,paspalum,0.28007558,8,3,1.61
rough,brutish,0.279930562,7,2,2.57
rough,groove,0.279695451,6,1,3.74
rough,navigating,0.279665232,10,4,3.29
rough,inconsistent,0.279573917,12,4,3.79
rough,cautious,0.279408872,8,2,3.79
rough,wintry,0.279316157,6,2,2.73
rough,whitecaps,0.279200107,9,3,2.49
rough,whump,0.279151767,5,1,1.35
rough,respectable,0.278986603,11,4,3.71
rough,itchy,0.278881997,5,2,3.34
rough,hummocks,0.278762966,8,2,1.57
rough,gusty,0.278688461,5,2,2.59
rough,tepid,0.2786825,5,2,2.71
rough,conservatively,0.27867502,14,6,2.82
rough,severe,0.278551519,6,2,4.56
rough,sunnier,0.278500646,7,2,2.2
rough,unaggressive,0.278423816,12,4,1.27
rough,edges,0.278121114,5,2,4.09
rough,fickle,0.277932525,6,2,3.12
rough,bouncing,0.277911872,8,2,3.6
rough,fitful,0.27762273,6,2,2.21
rough,scrubby,0.277281255,7,2,2.31
rough,ticklish,0.277091831,8,2,2.62
rough,stern,0.277084172,5,1,3.9
rough,stony,0.276813388,5,2,3.3
rough,bunker,0.276813209,6,2,3.67
rough,shitty,0.276770562,6,2,4.04
rough,calmest,0.276571274,7,2,2.16
rough,delicate,0.276564658,8,3,4.01
rough,mudding,0.276539207,7,2,1.94
rough,goosey,0.276527703,6,2,1.93
rough,humps,0.276518136,5,1,2.56
anger,resentment,0.783702672,10,3,3.61
anger,fury,0.735936642,4,2,3.91
anger,frustration,0.735594094,11,3,3.97
anger,outrage,0.723451257,7,2,3.84
anger,discontent,0.697060406,10,3,3.37
anger,unhappiness,0.691213012,11,4,3.15
anger,disgust,0.686439753,7,2,3.61
anger,indignation,0.685826659,11,4,3.08
anger,dissatisfaction,0.637351811,15,5,3.32
anger,hostility,0.623068333,9,4,3.61
anger,bitterness,0.622355878,10,3,3.45
anger,revulsion,0.615411758,9,3,2.71
anger,disquiet,0.607196808,8,2,2.5
anger,anguish,0.601909757,7,2,3.37
anger,angst,0.601139128,5,1,3.26
anger,disenchantment,0.600760818,14,4,2.46
anger,exasperation,0.596848488,12,5,2.64
anger,disaffection,0.593936086,12,4,2.4
anger,dismay,0.592077911,6,2,3.26
anger,hatred,0.590177655,6,2,4.05
anger,animosity,0.589378417,9,5,3.17
anger,displeasure,0.588003814,11,3,3.14
anger,unease,0.584673464,6,2,2.78
anger,anxiety,0.572127581,7,4,4.45
anger,distrust,0.571756959,8,2,3.4
anger,feelings,0.570624709,8,2,4.71
anger,disillusionment,0.568397462,15,5,2.82
anger,impatience,0.564177692,10,3,2.98
anger,grief,0.561864734,5,1,4.08
anger,antagonism,0.561219513,10,4,2.84
anger,angry,0.552817762,5,2,4.66
anger,emotions,0.551624656,8,3,4.37
anger,rancor,0.546050072,6,2,2.51
anger,loathing,0.545078874,8,2,3.16
anger,ire,0.544371665,3,1,3.22
anger,distaste,0.538085282,8,2,2.92
anger,sympathy,0.530803502,8,3,4.01
anger,jealousy,0.527464151,8,3,3.74
anger,bewilderment,0.524181545,12,4,2.63
anger,ambivalence,0.523727953,11,4,2.8
anger,antipathy,0.523320138,9,4,2.7
anger,consternation,0.523317754,13,4,2.81
anger,disdain,0.522753954,7,2,3.33
anger,disapproval,0.522576213,11,4,3.28
anger,despair,0.518797219,7,2,3.82
anger,vitriol,0.51723671,7,2,2.87
anger,seething,0.506608963,8,2,2.87
anger,irritation,0.504887521,10,4,3.42
anger,disappointment,0.504691958,14,4,4.01
anger,backlash,0.499725819,8,2,3.66
anger,anxieties,0.497830987,9,3,3.13
anger,scorn,0.496914029,5,1,3.13
anger,wariness,0.493956804,8,3,2.21
anger,sorrow,0.490956426,6,2,3.73
anger,mistrust,0.488839388,8,2,3.06
anger,skepticism,0.487271607,10,3,3.4
anger,furor,0.486504346,5,2,2.52
anger,helplessness,0.48580727,12,3,2.91
anger,bafflement,0.482159525,10,3,1.8
anger,uneasiness,0.478824049,10,4,2.51
anger,uproar,0.474707842,6,2,3.16
anger,annoyance,0.473599464,9,2,3.33
anger,didtain,0.473109007,7,2,1.59
anger,fear,0.47201097,4,1,4.95
anger,incredulity,0.470441669,11,5,2.53
anger,abhorrence,0.468772769,10,3,2.19
anger,nervousness,0.468331248,11,3,3.04
anger,acrimony,0.46755451,8,4,2.34
anger,cynicism,0.4674052,8,3,3.13
anger,apathy,0.466408938,6,3,3.26
anger,astonishment,0.460898608,12,4,2.86
anger,dissension,0.458995819,10,3,2.55
anger,puzzlement,0.458208382,10,3,2.19
anger,defensiveness,0.457641602,13,5,2.37
anger,remorse,0.45683822,7,2,3.49
anger,enraged,0.456398845,7,3,3.33
anger,outcry,0.453444779,6,2,3.21
anger,detestation,0.451890945,11,4,1.62
anger,sadness,0.451019049,7,2,3.88
anger,elation,0.450373322,7,3,2.7
anger,alienation,0.448386043,10,4,3.16
anger,tensions,0.448300958,8,2,3.78
anger,paranoia,0.447500825,8,3,3.42
anger,discord,0.446938425,7,2,3.45
anger,recriminations,0.446074516,14,5,2.29
anger,enmity,0.445826441,6,3,3.01
anger,criticism,0.444445163,9,3,4.49
anger,jubilation,0.443289936,10,4,2.53
anger,despondency,0.443129331,11,4,2.22
anger,dislike,0.442429364,7,2,3.89
anger,wrath,0.442353904,5,1,3.7
anger,animus,0.442280471,6,3,2.7
anger,sentiments,0.43972677,10,3,3.55
anger,petulance,0.438907862,9,3,2.08
anger,negativity,0.43844384,10,5,3.49
anger,weariness,0.435781926,9,3,2.63
anger,protests,0.433211625,8,2,4.2
anger,contrition,0.432441443,10,3,2.62
anger,powerlessness,0.429048568,13,4,2.53
anger,restlessness,0.429016203,12,3,2.8
anger,arrogance,0.428682625,9,3,3.55
anger,incomprehension,0.425615996,15,5,2.03
anger,desperation,0.425027788,11,4,3.55
anger,humiliation,0.424994677,11,4,3.55
anger,concern,0.424597055,7,2,4.66
anger,angrier,0.424257427,7,2,2.75
anger,irate,0.423981011,5,2,2.78
anger,pessimism,0.423809558,9,3,2.97
anger,saddness,0.423558354,8,2,1.03
anger,disbelief,0.423321426,9,3,3.43
anger,empathy,0.423288286,7,3,3.72
anger,grievances,0.421306849,10,3,3.39
anger,indifference,0.419869542,12,4,3.34
anger,opprobrium,0.419498473,10,3,2.11
anger,admiration,0.419386595,10,4,3.59
anger,derision,0.418989539,8,3,2.8
anger,vindictiveness,0.417502642,14,5,2.05
anger,vituperation,0.417311281,12,5,1.52
anger,outcries,0.417146385,8,2,1.87
anger,unpopularity,0.416589409,12,6,2.62
anger,callousness,0.416352212,11,3,2.28
anger,bemusement,0.416193485,10,4,1.86
anger,apprehension,0.415989667,12,4,3.09
anger,hopelessness,0.414833307,12,4,2.94
